source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	review_reason	notes
С.Л. Кривоноса	S.L. Krivonosa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Л. Свирского	S.L. Svirskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.М. Житомирского	S.M. Zhitomirskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.М. Тамаркина	S.M. Tamarkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Н. Бограчева	S.N. Bogracheva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Н. Бограчевым	S.N. Bograchevym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Н. Седых	S.N. Sedykh	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Н. Цыбульника	S.N. Tsybulnika	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.О. Акопьяна	S.O. Akopyana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.П. Раевского	S.P. Raevskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.П. Распевакина	S.P. Raspevakina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.П. Терихова	S.P. Terikhova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.С. Раввы	S.S. Ravvy	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Т. Узданского	S.T. Uzdanskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Ф. Васильченко	S.F. Vasilchenko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Ф. Гелашвили	S.F. Gelashvili	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Т.В. Мешковского	T.V. Meshkovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.А. Ксенофонтова	F.A. Ksenofontova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.В. Кипарисова	F.V. Kiparisova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.В. Медведева	F.V. Medvedeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.В. Яблонской	F.V. Yablonskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.Г. Наливайко	F.G. Nalivaiko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.Д. Корнюшина	F.D. Kornyushina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.И. Мерзликина	F.I. Merzlikina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.И. Музыки	F.I. Muzyki	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.И. Никогда	F.I. Nikogda	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.И. Шубина	F.I. Shubina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.К. Розенбаха	F.K. Rozenbakha	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.П. Медведева	F.P. Medvedeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.П. Швальбе	F.P. Shvalbe	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.Ф. Иоэльсон	F.F. Ioelson	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Х.А. Лившиц	Kh.A. Livshits	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ш.М. Дволайцкого	Sh.M. Dvolaitskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Э.Г. Лейкина	E.G. Leikina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Э.З. Гольденберга	E.Z. Goldenberga	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Э.К. Константа	E.K. Konstanta	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Э.Н. Адунской	E.N. Adunskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Э.Р. Петерсон	E.R. Peterson	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ю.Г. Островского	Yu.G. Ostrovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ю.Д. Урусова	Yu.D. Urusova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ю.И. Дуката	Yu.I. Dukata	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ю.Р. Закгейма	Yu.R. Zakgeima	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ю.С. Фридлянда	Yu.S. Fridlyanda	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.А. Лившицем	Ya.A. Livshitsem	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.В. Апушкина	Ya.V. Apushkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.И. Зайдмана	Ya.I. Zaidmana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.К. Яглома	Ya.K. Yagloma	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.М. Урановского	Ya.M. Uranovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.П. Гальперина	Ya.P. Galperina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.П. Новикова	Ya.P. Novikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Ф. Городецкого	Ya.F. Gorodetskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Ф. Шарова	Ya.F. Sharova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Х. Петерса	Ya.Kh. Petersa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Э. Рудзутаку	Ya.E. Rudzutaku	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Э. Стэна	Ya.E. Stena	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Ю. Харита	Ya.Yu. Kharita	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
