source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	historical_person_tier	review_reason	g3_action	g3_review_priority	g3_review_reason	g4_action	g4_confidence	g4_review_priority	g4_review_reason	person_document_count	person_organization_count	alias_count	process_distribution	notes
Л.З. Мехлиса	Lev Mekhlis	people	person_name	medium	6	approved	medium	tier4_auto_ok	medium_priority_person_optional_review	approved_by_g3_curated_or_morphological_rule							6	5	2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:4 | КРЕМЛЕВСКОЕ ДЕЛО:1 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	G3 curated/corrected canonical person form
М.М. Киллерога	M.M. Killerog	people	person_name	medium	6	approved	medium	tier4_auto_ok	medium_priority_person_optional_review		low	person_5plus_docs_not_approved	approved_by_g4_historical_person_map	medium			6	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:6	G4 historical/person canonicalization
Молотов	Vyacheslav Molotov	people	person_name	medium	6	approved	medium	tier4_auto_ok	medium_priority_person_optional_review	approved_by_g3_curated_or_morphological_rule							6	9	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:5 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	G3 curated/corrected canonical person form
Н.А. Угланова	N.A. Uglanov	people	person_name	medium	6	approved	medium	tier4_auto_ok	medium_priority_person_optional_review	approved_by_g3_curated_or_morphological_rule							6	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:5 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	G3 curated/corrected canonical person form
Н.И. Бураго	N.I. Burago	people	person_name	medium	6	approved	medium	tier4_auto_ok	medium_priority_person_optional_review		low	person_5plus_docs_not_approved	approved_by_g4_historical_person_map	medium			6	4	1	КРЕМЛЕВСКОЕ ДЕЛО:6	G4 historical/person canonicalization
С.А. Чихладзе	S.A. Chikhladze	people	person_name	medium	6	approved	medium	tier4_auto_ok	medium_priority_person_optional_review		low	person_5plus_docs_not_approved	approved_by_g4_historical_person_map	medium			6	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:5 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	G4 historical/person canonicalization
Троцкий	Leon Trotsky	people	person_name	medium	6	approved	high	tier4_auto_ok									6	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:6	curated historical English name
Я.Р. Ельковича	Ya.R. Elkovich	people	person_name	medium	6	approved	medium	tier4_auto_ok	medium_priority_person_optional_review	approved_by_g3_curated_or_morphological_rule							6	4	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:4 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	G3 curated/corrected canonical person form
А.Ю. Айхенвальда	A.Yu. Aikhenvald	people	person_name	medium	5	approved	medium	tier4_auto_ok	medium_priority_person_optional_review		low	person_5plus_docs_not_approved	approved_by_g4_historical_person_map	medium			5	2	2	ПРОЦЕСС 2-12 МАРТА 1938 г.:5	G4 historical/person canonicalization
В.Я. Головский-Голощапов	V.Ya. Golovsky-Goloshchapov	people	person_name	medium	5	approved	medium	tier4_auto_ok	medium_priority_person_optional_review	approved_by_g3_curated_or_morphological_rule			approved_by_g4_historical_person_map	medium			5	2	2	КРЕМЛЕВСКОЕ ДЕЛО:5	G4 historical/person canonicalization
Л.С. Сосновского	L.S. Sosnovsky	people	person_name	medium	5	approved	medium	tier4_auto_ok	medium_priority_person_optional_review	approved_by_g3_curated_or_morphological_rule			approved_by_g4_historical_person_map	medium			5	10	2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	G4 historical/person canonicalization
П.А. Коваленко	P.A. Kovalenko	people	person_name	medium	5	approved	medium	tier4_auto_ok	medium_priority_person_optional_review		low	person_5plus_docs_not_approved	approved_by_g4_historical_person_map	medium			5	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:5	G4 historical/person canonicalization
Шемелев	Shemelev	people	person_name	medium	5	approved	medium	tier4_auto_ok	medium_priority_person_optional_review		low	person_5plus_docs_not_approved	approved_by_g4_historical_person_map	medium			5	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:5	G4 historical/person canonicalization
секретарь_суда	court secretary	roles	office_position	medium	1	approved	high														role/label translation; review political and accusatory labels
Е.К. Мухановой	E.K. Mukhanova	people	person_name	medium	13	approved	high	tier2_significant	medium_priority_person_optional_review	auto_morphological_normalization	medium	person_10plus_docs_not_approved	approved_by_g4_1_external_confirmation				13	9	1	КРЕМЛЕВСКОЕ ДЕЛО:13	Confirmed as Е.К. Муханова / Ekaterina Konstantinovna Mukhanova in Kremlin Case references.
В.И. Звездова	V.I. Zvezdov	people	person_name	medium	9	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	9	4	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:9	automatic transliteration seed; human review recommended before production glossary
А.И. Толмазова	A.I. Tolmazov	people	person_name	medium	8	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	8	2	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:8	automatic transliteration seed; human review recommended before production glossary
М.Ф. Шкирятову	M.F. Shkiryatov	people	person_name	medium	8	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review		low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	8	11	2	КРЕМЛЕВСКОЕ ДЕЛО:7 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	auto transliteration adjusted by common historical romanization rules
С.М. Гессена	S.M. Hessen	people	person_name	medium	8	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review		low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	8	6	2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:8	auto transliteration adjusted by common historical romanization rules
А.С. Куклина	A.S. Kuklin	people	person_name	medium	7	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	7	5	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:7	automatic transliteration seed; human review recommended before production glossary
Л.Я. Файвиловича	L.Ya. Faivilovich	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	7	4	2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:6	automatic transliteration seed; human review recommended before production glossary
М.В. Королькова	M.V. Korolkov	people	person_name	medium	7	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	7	5	1	КРЕМЛЕВСКОЕ ДЕЛО:7	automatic transliteration seed; human review recommended before production glossary
А.Ф. Шараповой	A.F. Sharapov	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	3	1	КРЕМЛЕВСКОЕ ДЕЛО:6	auto transliteration adjusted by common historical romanization rules
В.А. Виноградова	V.A. Vinogradov	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:6	automatic transliteration seed; human review recommended before production glossary
Д.А. Шмидта	D.A. Schmidt	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review		low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:6	auto transliteration adjusted by common historical romanization rules
Д.Н. Ширяева	D.N. Shiryaev	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	6	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:6	automatic transliteration seed; human review recommended before production glossary
Е.Ф. Куликова	E.F. Kulikov	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	7	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:5 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
З.И. Давыдовой	Z.I. Davydova	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	4	1	КРЕМЛЕВСКОЕ ДЕЛО:6	automatic transliteration seed; human review recommended before production glossary
И.К. Наумова	I.K. Naumov	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	6	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:6	automatic transliteration seed; human review recommended before production glossary
И.М. Гуревича	I.M. Gurevich	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:6	automatic transliteration seed; human review recommended before production glossary
П.И. Бескиной	P.I. Beskina	people	person_name	medium	6	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	6	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:6	automatic transliteration seed; human review recommended before production glossary
А.А. Шестова	A.A. Shestov	people	person_name	medium	5	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	5	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:5	automatic transliteration seed; human review recommended before production glossary
А.В. Перимова	A.V. Perimov	people	person_name	medium	5	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	5	3	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:5	automatic transliteration seed; human review recommended before production glossary
А.Н. Сафоновой	A.N. Safonova	people	person_name	medium	5	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	5	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:5	automatic transliteration seed; human review recommended before production glossary
А.Н. Слепкова	A.N. Slepkov	people	person_name	medium	5	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	5	8	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:5	automatic transliteration seed; human review recommended before production glossary
А.П. Костиной	A.P. Kostina	people	person_name	medium	5	auto_normalized_needs_review	medium	tier3_review_if_needed	medium_priority_person_optional_review	auto_morphological_normalization	low	person_5plus_docs_not_approved			low	person_5plus_docs_unresolved	5	5	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:5	automatic transliteration seed; human review recommended before production glossary
