person	role	role_class	document_count	person_total_documents	share_of_person_documents
Л.М. Каганович	нарком	office_position	4	11	0.3636
Л.М. Каганович	председатель	office_position	4	11	0.3636
Л.С. Сосновского	троцкист	political_label	4	5	0.8
Л.Ф. Дитятевой	член	generic_membership	4	5	0.8
Л.Я. Файвиловича	член	generic_membership	4	6	0.6667
М.А. Нырчука	обвиняемый	trial_role	4	9	0.4444
М.В. Поздеевой	троцкист	political_label	4	5	0.8
М.К. Чернявского	секретарь	office_position	4	11	0.3636
М.М. Киллерога	комиссар	office_position	4	6	0.6667
М.М. Киллерога	руководитель	office_position	4	6	0.6667
М.М. Киллерога	секретарь	office_position	4	6	0.6667
М.Н. Яковлева	директор	office_position	4	9	0.4444
М.П. Томского	член	generic_membership	4	4	1.0
М.П. Томского	правый	political_label	4	4	1.0
М.С. Богуславского	троцкист	political_label	4	4	1.0
М.С. Строилова	агент	accusatory_or_intelligence_label	4	4	1.0
М.С. Строилова	начальник	office_position	4	4	1.0
М.С. Строилова	троцкист	political_label	4	4	1.0
М.Ф. Шкирятову	председатель	office_position	4	8	0.5
Н.А. Карева	троцкист	political_label	4	4	1.0
Н.А. Угланова	правый	political_label	4	6	0.6667
Н.Б. Розенфельда	комиссар	office_position	4	5	0.8
Н.В. Голубенко	председатель	office_position	4	11	0.3636
Н.П. Мясникова	троцкист	political_label	4	7	0.5714
Ольберг	полпред	office_position	4	94	0.0426
Ольберг	редактор	office_position	4	94	0.0426
Ольберг	обвиняемый	trial_role	4	94	0.0426
Пятаков	редактор	office_position	4	22	0.1818
Р.В. Пикеля	член	generic_membership	4	4	1.0
Р.В. Пикеля	начальник	office_position	4	4	1.0
Р.В. Пикеля	секретарь	office_position	4	4	1.0
Р.В. Пикеля	троцкист	political_label	4	4	1.0
Радек	кандидат	generic_membership	4	25	0.16
Радек	заместитель	office_position	4	25	0.16
Радек	корреспондент	office_position	4	25	0.16
Радек	обвиняемый	trial_role	4	25	0.16
Рыков	адвокат	office_position	4	18	0.2222
Рыков	редактор	office_position	4	18	0.2222
Рыков	обвиняемый	trial_role	4	18	0.2222
С.Х. Варданиана	троцкист	political_label	4	4	1.0
Смирнов	правый	political_label	4	10	0.4
Т.И. Глебовой	секретарь	office_position	4	9	0.4444
Членов	троцкист	political_label	4	14	0.2857
Шемелев	секретарь	office_position	4	5	0.8
Э.С. Гольцмана	троцкист	political_label	4	4	1.0
Я.А. Лившица	член	generic_membership	4	4	1.0
Я.А. Лившица	начальник	office_position	4	4	1.0
Я.А. Лившица	троцкист	political_label	4	4	1.0
Я.Р. Ельковича	руководитель	office_position	4	6	0.6667
Я.Р. Ельковича	троцкист	political_label	4	6	0.6667
Я.С. Розанова	обвиняемый	trial_role	4	5	0.8
А.А. Андрееву	секретарь	office_position	3	3	1.0
А.А. Докучаева	член	generic_membership	3	3	1.0
А.А. Докучаева	комиссар	office_position	3	3	1.0
А.А. Докучаева	нарком	office_position	3	3	1.0
А.А. Докучаева	начальник	office_position	3	3	1.0
А.А. Докучаева	секретарь	office_position	3	3	1.0
А.А. Докучаева	троцкист	political_label	3	3	1.0
А.А. Мусатова	директор	office_position	3	4	0.75
А.А. Трояновского	полпред	office_position	3	4	0.75
А.А. Шестова	вредитель	accusatory_label	3	5	0.6
А.А. Шестова	кандидат	generic_membership	3	5	0.6
А.А. Шестова	представитель	generic_representative	3	5	0.6
А.А. Шестова	директор	office_position	3	5	0.6
А.А. Шестова	комиссар	office_position	3	5	0.6
А.А. Шестова	нарком	office_position	3	5	0.6
А.А. Шестова	начальник	office_position	3	5	0.6
А.А. Шестова	председатель	office_position	3	5	0.6
А.А. Шестова	руководитель	office_position	3	5	0.6
А.В. Перимова	правый	political_label	3	5	0.6
А.Г. Колодина	комиссар	office_position	3	4	0.75
А.Г. Колодина	секретарь	office_position	3	4	0.75
А.Е. Кожуро	член	generic_membership	3	3	1.0
А.И. Александрова	член	generic_membership	3	4	0.75
А.И. Анишева	правый	political_label	3	12	0.25
А.И. Биркенгофа	член	generic_membership	3	3	1.0
А.И. Биркенгофа	представитель	generic_representative	3	3	1.0
А.И. Биркенгофа	сотрудник	generic_staff	3	3	1.0
А.И. Биркенгофа	троцкист	political_label	3	3	1.0
А.И. Кармалитова	член	generic_membership	3	3	1.0
А.И. Кармалитова	руководитель	office_position	3	3	1.0
А.И. Кармалитова	правый	political_label	3	3	1.0
А.И. Коновой	член	generic_membership	3	3	1.0
А.И. Синелобова	член	generic_membership	3	3	1.0
А.И. Синелобова	сотрудник	generic_staff	3	3	1.0
А.И. Толмазова	троцкист	political_label	3	8	0.375
А.К. Середохина	член	generic_membership	3	3	1.0
А.М. Гертика	руководитель	office_position	3	11	0.2727
А.М. Гертика	обвиняемый	trial_role	3	11	0.2727
А.Н. Слепкова	секретарь	office_position	3	5	0.6
А.Н. Слепкова	правый	political_label	3	5	0.6
А.П. Костиной	член	generic_membership	3	5	0.6
А.П. Костиной	троцкист	political_label	3	5	0.6
А.С. Енукидзе	представитель	generic_representative	3	8	0.375
А.Ф. Шараповой	секретарь	office_position	3	6	0.5
А.Х. Кантора	член	generic_membership	3	3	1.0
А.Х. Кантора	директор	office_position	3	3	1.0
А.Х. Кантора	троцкист	political_label	3	3	1.0
А.Ю. Айхенвальда	троцкист	political_label	3	5	0.6
А.Ю. Тивеля	комиссар	office_position	3	5	0.6
А.Ю. Тивеля	секретарь	office_position	3	5	0.6
А.Я. Вышинский	секретарь	office_position	3	10	0.3
Агранов	вредитель	accusatory_label	3	74	0.0405
Агранов	посол	office_position	3	74	0.0405
Агранов	редактор	office_position	3	74	0.0405
Агранов	следователь	office_position	3	74	0.0405
Агранов	свидетель	trial_role	3	74	0.0405
Астров	директор	office_position	3	8	0.375
Астров	председатель	office_position	3	8	0.375
Б.А. Кушнера	член	generic_membership	3	4	0.75
Б.А. Кушнера	секретарь	office_position	3	4	0.75
Б.А. Кушнера	правый	political_label	3	4	0.75
Б.А. Кушнера	троцкист	political_label	3	4	0.75
Б.Г. Козелева	член	generic_membership	3	3	1.0
Б.Г. Козелева	директор	office_position	3	3	1.0
Б.Г. Козелева	комиссар	office_position	3	3	1.0
Б.Г. Козелева	нарком	office_position	3	3	1.0
Б.Г. Козелева	начальник	office_position	3	3	1.0
Б.Г. Козелева	председатель	office_position	3	3	1.0
Б.Г. Козелева	руководитель	office_position	3	3	1.0
Б.Г. Козелева	секретарь	office_position	3	3	1.0
Б.Г. Козелева	правый	political_label	3	3	1.0
Б.Г. Козелева	троцкист	political_label	3	3	1.0
Б.И. Кузьмичева	комиссар	office_position	3	3	1.0
Б.И. Кузьмичева	секретарь	office_position	3	3	1.0
Б.И. Кузьмичева	троцкист	political_label	3	3	1.0
Б.М. Нижника	член	generic_membership	3	3	1.0
Б.М. Нижника	троцкист	political_label	3	3	1.0
Б.М. Оберталлера	член	generic_membership	3	3	1.0
Б.М. Оберталлера	комиссар	office_position	3	3	1.0
Б.М. Оберталлера	начальник	office_position	3	3	1.0
Б.М. Оберталлера	руководитель	office_position	3	3	1.0
Б.М. Оберталлера	секретарь	office_position	3	3	1.0
Б.М. Оберталлера	троцкист	political_label	3	3	1.0
Б.Н. Сахова	прокурор	office_position	3	9	0.3333
Б.Н. Сахова	секретарь	office_position	3	9	0.3333
Бухарин	директор	office_position	3	73	0.0411
Бухарин	судья	office_position	3	73	0.0411
В.А. Балицкого	нарком	office_position	3	13	0.2308
В.А. Балицкого	начальник	office_position	3	13	0.2308
В.А. Барута	директор	office_position	3	9	0.3333
В.А. Виноградова	троцкист	political_label	3	6	0.5
В.А. Тер-Ваганян	комиссар	office_position	3	3	1.0
В.А. Тер-Ваганян	секретарь	office_position	3	3	1.0
В.А. Тер-Ваганян	троцкист	political_label	3	3	1.0
В.А. Яковлева	заместитель	office_position	3	5	0.6
В.А. Яковлева	руководитель	office_position	3	5	0.6
В.В. Кузьмина	нарком	office_position	3	7	0.4286
В.В. Румянцева	руководитель	office_position	3	12	0.25
В.В. Румянцевым	обвиняемый	trial_role	3	3	1.0
В.В. Шмидта	кандидат	generic_membership	3	4	0.75
В.В. Шмидта	член	generic_membership	3	4	0.75
