document_post_id	document_title	primary_process	content_chars	package_likelihood	detected_attachment_count	detected_attachment_types	detected_markers	first_marker_position	cover_note_likely	embedded_interrogation_protocol	embedded_list	embedded_memo	embedded_diary	embedded_theses	embedded_reference_note	embedded_draft_project	recommended_package_strategy	notes
5459	Спецсообщение Г.Е. Прокофьева И.В. Сталину, В.М. Молотову и Н.Е. Ежову с приложением допроса Г.П. Вяткина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	16381	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	71	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5469	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса И.Н. Стукова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	8610	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5474	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса И.И. Горовича	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	10024	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	43	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5477	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Л. Хасина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	4214	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5481	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением допроса А.И. Бриггиса	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	16166	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5491	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса М.Г. Сафьянова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	7051	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	41	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5499	Спецсообщение от Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ф. Виргина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	13894	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	39	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5507	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса А.И. Шемелева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	16686	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5508	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса И.И. Трусова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	6915	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	43	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5514	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.С. Соколова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	22261	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5529	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса С.Ф. Васильченко	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	6274	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5535	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Я.С. Дмитриевой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	15073	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
5540	Спецсообщение Г.Г. Ягоды И.В. Сталину об обысках в Сормовском и Горьковском пединститутах	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	3318	none	0				no	no	no	no	no	no	no	no	simple_special_report	align with blueprint header_body_attachment_block
